INSTNM,CITY,STABBR,ZIP,ADM_RATE_ALL,ADMCON7,SAT_AVG,ACTCM25,ACTCM75,OPENADMP,PCTFLOAN_DCS,PCTPELL_DCS,FTFTPCTFLOAN,UGDS,UGDS_MEN,UGDS_WOMEN,UG25ABV,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,FIRSTGEN_DEBT_MDN,NOTFIRSTGEN_DEBT_MDN,PAR_ED_PCT_1STGEN,FAMINC,MD_FAMINC,PCT_BORN_US,UNEMP_RATE,COSTT4_A,COSTT4_P
Kankakee Community College,Kankakee,IL,60901,,,,,,1.0,0.0501,0.4306,0.0453,1874.0,0.3959,0.6041,0.2976,0.5768,0.1403,0.2022,0.0048,0.0021,0.0011,0.0454,0.0139,0.0133,5500,5500,0.5160714286,29424.317771,20503,96,4.05999994277954,11997.0,
Kaskaskia College,Centralia,IL,62801,,,,,,1.0,0.0,0.4157,0.0,1778.0,0.3746,0.6254,0.2344,0.865,0.0456,0.0292,0.0067,0.0022,0.0,0.0371,0.0,0.0141,PS,PS,0.4352806415,24190.53486,20736,98.4899978637695,3.65000009536743,10792.0,
Kishwaukee College,Malta,IL,60150-9699,,,,,,1.0,0.0844,0.3645,0.0795,1718.0,0.4325,0.5675,0.2486,0.5559,0.1432,0.2334,0.0081,0.0012,0.0006,0.0431,0.0023,0.0122,7000,5500,0.4441110278,30226.763224,21947.5,91.6900024414062,4.65000009536743,13208.0,
Knox College,Galesburg,IL,61401,0.73317710077,5.0,1311.0,28.0,32.0,2.0,0.5825,0.3026,0.5778,1051.0,0.4405,0.5595,0.0216,0.4862,0.0637,0.1313,0.0447,0.0029,0.0,0.0628,0.1808,0.0276,24480,21500,0.2784552846,75120.396584,60911,91.0599975585937,3.11999988555908,63874.0,
Educators of Beauty College of Cosmetology-Peru,PERU,IL,61354-1450,,,,,,1.0,0.8209,0.7164,0.7805,28.0,0.0,1.0,0.1458,0.7857,0.0,0.2143,0.0,0.0,0.0,0.0,0.0,0.0,PS,PS,PS,25992.181818,15040,96.7399978637695,3.46000003814697,,14867.0
College of Lake County,Grayslake,IL,60030-1198,,,,,,1.0,0.0181,0.292,0.015,8977.0,0.4542,0.5458,0.3711,0.3376,0.0746,0.452,0.0558,0.001,0.0012,0.0316,0.0107,0.0353,5500,5000,0.5202754399,32179.867519,26170,82.5999984741211,3.64000010490417,10503.0,
Lake Forest College,Lake Forest,IL,60045-2338,0.59721329046087,5.0,1281.0,26.0,31.0,2.0,0.7225,0.354,0.7212,1724.0,0.4142,0.5858,0.0295,0.4745,0.0342,0.2036,0.0632,0.0041,0.0012,0.0307,0.1537,0.0348,20000,23250,0.2458715596,85705.652027,59959,86.5599975585937,2.77999997138977,65637.0,
Lake Forest Graduate School of Management,Lake Forest,IL,60045,,,,,,,,,,,,,,,,,,,,,,,PS,PS,,,,PS,PS,,
Lake Land College,Mattoon,IL,61938,,,,,,1.0,0.0857,0.3559,0.063,2577.0,0.4005,0.5995,0.2061,0.8855,0.0279,0.0349,0.0043,0.0016,0.0004,0.0314,0.0066,0.0074,3885,4369,0.4391392065,32824.109403,23420,98.4599990844726,3.05999994277954,10165.0,
Lakeview College of Nursing,Danville,IL,61832,,,,,,,0.6908,0.5855,,116.0,0.1897,0.8103,0.5132,0.6207,0.1293,0.0172,0.0776,0.0086,0.0,0.1466,0.0,0.0,16000,14973,PS,51325.057471,37106,90.1900024414062,3.65000009536743,,
Lewis and Clark Community College,Godfrey,IL,62035,,,,,,1.0,0.3105,0.37,0.4169,2210.0,0.3824,0.6176,0.1808,0.7882,0.0964,0.0244,0.0063,0.0063,0.0009,0.0348,0.0,0.0425,5500,5500,0.4283110571,41321.371055,27764.5,98.4899978637695,3.50999999046325,9222.0,
Lewis University,Romeoville,IL,60446-2200,0.74062368310155,5.0,1133.0,21.0,29.0,2.0,0.5359,0.3243,0.583,3650.0,0.5156,0.4844,0.1825,0.5647,0.0616,0.2395,0.0668,0.0019,0.0016,0.026,0.026,0.0118,18832,18500,0.3940031562,71415.377049,54593.5,87.9400024414062,3.28999996185302,44513.0,
Lincoln Christian University,Lincoln,IL,62656-2111,,,,,,1.0,0.5458,0.4507,0.5769,85.0,0.5882,0.4118,0.2021,0.7412,0.1176,0.0353,0.0353,0.0,0.0,0.0353,0.0353,0.0,15250,14750,0.3122171946,52255.915254,46593.5,97.0699996948242,3.04999995231628,21428.0,
Lincoln Land Community College,Springfield,IL,62794-9256,,,,,,1.0,0.2738,0.4345,0.2256,3720.0,0.3906,0.6094,0.3079,0.6927,0.1234,0.0497,0.0132,0.0038,0.0008,0.0726,0.0,0.0438,6510,6000,0.4664791374,32450.417706,23070,97.620002746582,3.28999996185302,10858.0,
Lincoln College of Technology-Melrose Park,Melrose Park,IL,60160-1605,,,,,,1.0,0.82,0.6901,0.8153,1209.0,0.7494,0.2506,0.3159,0.1034,0.2672,0.5467,0.0215,0.0017,0.0017,0.019,0.0,0.0389,9500,9500,0.547625436,31919.30887,20981,83.7799987792968,3.94000005722045,,37197.0
Loyola University Chicago,Chicago,IL,60660,0.79148842552983,5.0,1308.0,27.0,31.0,2.0,0.4852,0.2255,0.5161,11626.0,0.3112,0.6888,0.0691,0.508,0.0624,0.208,0.1306,0.001,0.0009,0.0491,0.0276,0.0125,20500,20250,0.2768674699,87753.290646,60527.5,83.0999984741211,3.23000001907348,62997.0,
Lutheran School of Theology at Chicago,Chicago,IL,60615,,,,,,,,,,,,,,,,,,,,,,,PS,PS,,,,,,,
Trinity College of Nursing & Health Sciences,Rock Island,IL,61201-5317,,,,,,,0.7522,0.3717,,81.0,0.1358,0.8642,0.5093,0.6296,0.0864,0.1481,0.0494,0.0,0.0,0.0247,0.0,0.0617,22000,22500,0.4105960265,51076.693252,34861,96.4800033569336,3.48000001907348,,
Steven Papageorge Hair Academy,Chicago,IL,60625,,,,,,1.0,0.2625,0.3875,0.6667,64.0,0.1094,0.8906,0.5811,0.3438,0.1094,0.5156,0.0313,0.0,0.0,0.0,0.0,0.0,PS,PS,0.5,27191.06,18619.5,68.7699966430664,4.84999990463256,,19429.0
Generations College,Chicago,IL,60602-4405,,,,,,1.0,0.5853,0.7287,0.2679,303.0,0.1089,0.8911,0.7907,0.2112,0.5941,0.1188,0.0099,0.0033,0.0,0.0627,0.0,0.0,19000,14250,0.5641025641,24988.680556,17748.5,75.6699981689453,5.59000015258789,23711.0,
McCormick Theological Seminary,Chicago,IL,60615,,,,,,,,,,,,,,,,,,,,,,,PS,PS,PS,PS,PS,,,,
McHenry County College,Crystal Lake,IL,60012-2761,,,,,,1.0,0.0311,0.2309,0.0474,4366.0,0.451,0.549,0.1921,0.6131,0.0199,0.2506,0.0259,0.0014,0.0005,0.0442,0.0005,0.044,5429,5176,0.4843391902,38362.227183,27840,91.3499984741211,2.69000005722045,12040.0,
McKendree University,Lebanon,IL,62254-1291,0.68353344768439,3.0,,,,2.0,0.4983,0.3181,0.5511,1528.0,0.5052,0.4948,0.1878,0.5641,0.1086,0.0596,0.0026,0.002,0.0013,0.0668,0.1342,0.0609,16725,15400,0.3255813953,62899.26754,49041,96.6100006103515,3.21000003814697,46576.0,
Meadville Theological School of Lombard College,Chicago,IL,60601,,,,,,,,,,,,,,,,,,,,,,,PS,PS,,,,,,,
Methodist College,Peoria,IL,61615,0.33333333333333,5.0,,,,2.0,0.7626,0.4611,1.0,433.0,0.0924,0.9076,0.6323,0.7067,0.1547,0.0277,0.0393,0.0023,0.0,0.0346,0.0,0.0346,26250,28875,0.347826087,55342.411268,30855,,,36059.0,
Millikin University,Decatur,IL,62522-2084,0.75396278428669,5.0,1087.0,20.0,27.0,2.0,0.6504,0.3717,0.6528,1603.0,0.451,0.549,0.0762,0.6606,0.1859,0.0443,0.0187,0.0019,0.0019,0.0287,0.0437,0.0143,20000,16375,0.3184782609,66334.066599,49741,95.0800018310547,3.44000005722045,40918.0,
Monmouth College,Monmouth,IL,61462-1998,0.9070407040704,5.0,1141.0,24.0,28.0,2.0,0.7267,0.3293,0.7765,761.0,0.5085,0.4915,0.0093,0.6859,0.088,0.1183,0.0145,0.0026,0.0,0.0394,0.0184,0.0329,20000,19907,0.3224400871,70047.596869,59988,93.5299987792968,3.26999998092651,54707.0,
Moody Bible Institute,Chicago,IL,60610-3284,0.94135802469135,3.0,,,,2.0,0.3967,0.361,0.3571,1716.0,0.5082,0.4918,0.2864,0.6072,0.0536,0.0915,0.0286,0.0012,0.0006,0.0344,0.1049,0.0781,12000,12500,0.2808988764,30343.179173,27275,,,31963.0,
Moraine Valley Community College,Palos Hills,IL,60465-0937,,,,,,1.0,0.0418,0.3965,0.0535,7180.0,0.4705,0.5295,0.1997,0.4767,0.0859,0.2875,0.0318,0.0036,0.0008,0.0196,0.0135,0.0805,5500,5500,0.490530303,32695.436342,24460.5,87.25,4.03000020980835,11158.0,
Morrison Institute of Technology,Morrison,IL,61270-2959,,,,,,1.0,0.7297,0.4189,0.6552,67.0,0.8806,0.1194,0.0676,0.8657,0.0,0.0746,0.0,0.0,0.0,0.0299,0.0,0.0299,PS,PS,PS,53585.1875,46201,97.0100021362304,3.56999993324279,25666.0,
Morton College,Cicero,IL,60804-4398,,,,,,1.0,0.0178,0.5407,0.0146,2608.0,0.4275,0.5725,0.2439,0.0583,0.0326,0.8263,0.0111,0.0042,0.0008,0.0061,0.0,0.0606,PS,PS,0.6692439863,27220.68127,24000,66.1699981689453,5.21999979019165,13992.0,
National Louis University,Chicago,IL,60603,0.92046526249607,3.0,,,,2.0,0.307,0.6072,0.1109,3791.0,0.2683,0.7317,0.3801,0.1511,0.1986,0.5439,0.0216,0.0016,0.0,0.0129,0.0356,0.0346,12500,12000,0.5044483986,33141.15651,24269.5,83.620002746582,5.01000022888183,23734.0,
National University of Health Sciences,Lombard,IL,60148-4583,,,,,,,1.0,0.9474,,30.0,0.3,0.7,0.7742,0.6,0.1333,0.0333,0.0333,0.0333,0.0,0.0333,0.0,0.1333,12500,8628,PS,40900.59292,20789,86.5199966430664,3.34999990463256,,
Cosmetology Concepts Niles,Niles,IL,60714,,,,,,1.0,0.5422,0.4096,0.8571,53.0,0.0943,0.9057,0.5091,0.5283,0.0377,0.3962,0.0377,0.0,0.0,0.0,0.0,0.0,PS,PS,0.65,20805.140351,11942,68.0100021362304,2.85999989509582,,14749.0
North Central College,Naperville,IL,60540,0.6087468131006,5.0,1138.0,22.0,28.0,2.0,0.6018,0.2631,0.6079,2304.0,0.4918,0.5082,0.0362,0.6263,0.0543,0.1667,0.0425,0.0009,0.0,0.0273,0.046,0.036,19500,15250,0.2659660469,88202.239394,77267,89.2099990844726,2.6800000667572,54661.0,
North Park University,Chicago,IL,60625-4895,0.68009525699543,5.0,1120.0,19.0,23.0,2.0,0.5953,0.4416,0.5575,1866.0,0.4191,0.5809,0.0979,0.3151,0.0911,0.336,0.0922,0.0016,0.0016,0.0316,0.104,0.0268,19000,24000,0.3698324022,61726.71133,45181,80.6600036621093,3.64000010490417,41988.0,
Northern Baptist Theological Seminary,Lisle,IL,60532-1348,,,,,,,,,,,,,,,,,,,,,,,PS,PS,PS,PS,PS,,,,
Northern Illinois University,Dekalb,IL,60115-2828,0.70675243634682,3.0,,,,2.0,0.4927,0.454,0.5869,11408.0,0.4733,0.5267,0.1544,0.4361,0.2067,0.2378,0.0657,0.0026,0.0008,0.0315,0.0133,0.0054,16750,15000,0.3832968636,56267.050527,39109,88.3799972534179,3.52999997138977,26534.0,
Northwestern University,Evanston,IL,60208,0.07208208969782,5.0,1526.0,33.0,35.0,2.0,0.1889,0.1858,0.1975,8837.0,0.4625,0.5375,0.0326,0.373,0.067,0.1419,0.2087,0.0011,0.0011,0.071,0.1023,0.0339,13572,14000,0.1515711645,95373.666865,58835.5,84.7600021362304,3.04999995231628,83803.0,
Northeastern Illinois University,Chicago,IL,60625-4699,0.62698240278079,5.0,,,,2.0,0.2248,0.5148,0.086,4058.0,0.4133,0.5867,0.4277,0.2213,0.1195,0.4133,0.0986,0.001,0.0022,0.0205,0.0086,0.1151,12000,11543,0.5086887836,31060.578404,21900,70.1900024414062,4.59999990463256,24517.0,
Oakton College,Des Plaines,IL,60016-1268,,,,,,1.0,0.0067,0.1938,0.0111,5918.0,0.4983,0.5017,0.3498,0.4137,0.0754,0.1994,0.2286,0.0017,0.003,0.0338,0.0,0.0444,3500,3500,0.4335060449,25017.033128,21708,69.3799972534179,2.88000011444091,11107.0,
Oehrlein School of Cosmetology,East Peoria,IL,61611,,,,,,1.0,0.7385,0.5077,0.7317,36.0,0.0278,0.9722,0.1556,0.9167,0.0556,0.0,0.0278,0.0,0.0,0.0,0.0,0.0,PS,PS,PS,41214.971429,15966.5,97.5899963378906,2.96000003814697,,14951.0
Olivet Nazarene University,Bourbonnais,IL,60914-2271,0.57795351839896,5.0,,,,2.0,0.7091,0.3559,0.7258,2460.0,0.4431,0.5569,0.0677,0.6427,0.0951,0.1244,0.0248,0.0024,0.0142,0.0439,0.0187,0.0337,17750,20694,0.2768395657,76972.085143,66010.5,93.6699981689453,3.53999996185302,49685.0,
Parkland College,Champaign,IL,61821-1899,,,,,,1.0,0.2647,0.4594,0.2298,3247.0,0.4921,0.5079,0.2686,0.6049,0.1398,0.1084,0.0376,0.0015,0.0009,0.0644,0.0253,0.0172,5250,5250,0.3914616498,39005.13664,26271,93.3099975585937,3.57999992370605,13462.0,
Prairie State College,Chicago Heights,IL,60411-8226,,,,,,1.0,0.0893,0.4059,0.0472,2349.0,0.3759,0.6241,0.3846,0.146,0.5539,0.2167,0.0098,0.0038,0.0004,0.0251,0.0179,0.0264,8000,7500,0.3925438596,27572.06611,19756,94.0899963378906,4.67999982833862,14265.0,
Principia College,Elsah,IL,62028-9799,0.47846889952153,5.0,1125.0,,,2.0,0.0,0.0,0.0,316.0,0.5949,0.4051,0.0467,0.4462,0.0316,0.057,0.0158,0.0,0.0032,0.0253,0.3892,0.0316,,,,,,,,,
Professional's Choice Hair Design Academy,Joliet,IL,60435,,,,,,1.0,0.375,0.3125,0.375,48.0,0.0208,0.9792,0.1463,0.4792,0.1458,0.375,0.0,0.0,0.0,0.0,0.0,0.0,PS,PS,PS,34950,19691,92,3.71000003814697,,18516.0
Quincy University,Quincy,IL,62301-2699,0.61704545454545,5.0,,,,2.0,0.5923,0.3205,0.6983,1027.0,0.5365,0.4635,0.0853,0.7118,0.1061,0.0652,0.0117,0.001,0.0,0.001,0.0545,0.0487,13091,13000,0.3300492611,64558.657895,50859,94.2399978637695,3.59999990463256,43381.0,
Rend Lake College,Ina,IL,62846,,,,,,1.0,0.0,0.4361,0.0,1278.0,0.4272,0.5728,0.1803,0.8865,0.0657,0.0266,0.0094,0.0055,0.0016,0.0,0.0,0.0047,PS,PS,0.4306864065,23737.840326,19509.5,98.4000015258789,3.64000010490417,15080.0,
Richland Community College,Decatur,IL,62521-8513,,,,,,1.0,0.1158,0.4993,0.0635,1366.0,0.3353,0.6647,0.325,0.6691,0.2306,0.0432,0.0132,0.0015,0.0007,0.0344,0.0022,0.0051,4500,4500,0.4907407407,27056.709779,20145,98.2300033569336,4.21999979019165,9498.0,
Rock Valley College,Rockford,IL,61114-5699,,,,,,1.0,0.0362,0.2614,0.0392,4543.0,0.4578,0.5422,0.281,0.5549,0.0977,0.254,0.0359,0.0051,0.0009,0.0136,0.0024,0.0354,5460,5500,0.4983017952,31235.614245,25439,93.1600036621093,4.09000015258789,14312.0,
Rockford University,Rockford,IL,61108-2311,0.54911838790931,5.0,980.0,12.0,20.0,2.0,0.8956,0.4937,0.901,908.0,0.4626,0.5374,0.1966,0.4174,0.1322,0.1663,0.0187,0.0022,0.0011,0.0341,0.0914,0.1366,15000,13000,0.4183864916,53551.674061,38167,91.1600036621093,3.80999994277954,45985.0,
Roosevelt University,Chicago,IL,60605-1394,0.88321654988321,5.0,973.0,16.0,26.0,2.0,0.5826,0.4878,0.5751,2362.0,0.3984,0.6016,0.2229,0.3188,0.2091,0.3268,0.0508,0.0047,0.0004,0.0347,0.0334,0.0212,14500,15000,0.3683794466,50808.913104,33434,83.5299987792968,4.34999990463256,46360.0,
Dominican University,River Forest,IL,60305,0.89525112370529,5.0,1012.0,16.0,22.0,2.0,0.6263,0.4972,0.5879,2119.0,0.2879,0.7121,0.1008,0.2109,0.0496,0.6616,0.0293,0.0014,0.0009,0.0123,0.0066,0.0274,18750,18750,0.5074626866,51778.397918,38451,79.0899963378906,3.60999989509582,43574.0,
Rush University,Chicago,IL,60612,,,,,,,0.7542,0.3814,,115.0,0.2174,0.7826,0.6441,0.2174,0.2522,0.3913,0.0783,0.0,0.0,0.0087,0.0087,0.0435,19020,20387,0.472972973,38936.303371,30382,81.6500015258789,3.24000000953674,,
Saint Francis Medical Center College of Nursing,Peoria,IL,61603-3783,,,,,,,0.4745,0.2956,,244.0,0.1475,0.8525,0.208,0.7705,0.0328,0.0164,0.0328,0.0,0.0,0.1352,0.0082,0.0041,15000,14019,0.3684210526,54967.07027,36400,97.6399993896484,2.98000001907348,,
University of St Francis,Joliet,IL,60435-6188,0.58416742493175,5.0,1166.0,21.0,30.0,2.0,0.5747,0.3884,0.5792,1390.0,0.3281,0.6719,0.2252,0.495,0.0942,0.295,0.0367,0.0043,0.0014,0.0345,0.0266,0.0122,16991,15360,0.4237804878,69402.396936,57522,91.8899993896484,3.25999999046325,43760.0,
St. John's College-Department of Nursing,Springfield,IL,62702,,,,,,,0.7634,0.2796,,82.0,0.0732,0.9268,0.3871,0.8659,0.0366,0.0244,0.0244,0.0122,0.0,0.0244,0.0,0.0122,15000,15000,PS,57656.674419,45350,97.9300003051758,2.47000002861022,,
Saint Xavier University,Chicago,IL,60655,0.84131239627218,5.0,,,,2.0,0.8604,0.5491,0.9201,2963.0,0.3719,0.6281,0.0613,0.324,0.1174,0.4954,0.0223,0.0007,0.0007,0.0246,0.0,0.0148,16884,15432,0.493877551,49967.736502,36398.5,87.6100006103515,4.1100001335144,41127.0,
University of Illinois Springfield,Springfield,IL,62703-5407,0.82030820033021,5.0,1125.0,20.0,27.0,2.0,0.4146,0.3683,0.4115,2348.0,0.457,0.543,0.344,0.6299,0.1316,0.1099,0.0392,0.0017,0.0009,0.0383,0.0302,0.0183,14284,13416,0.3624382208,47989.064877,31146,95.8099975585937,3.38000011444091,24287.0,
Sauk Valley Community College,Dixon,IL,61021-9112,,,,,,1.0,0.0892,0.4591,0.0905,1081.0,0.3858,0.6142,0.238,0.7512,0.0342,0.1684,0.0148,0.0,0.0,0.0194,0.0019,0.0102,5500,5500,0.4763271162,33615.200255,25381,96.8799972534179,3.25999999046325,14044.0,
Shawnee Community College,Ullin,IL,62992,,,,,,1.0,0.0,0.5787,0.0,706.0,0.3739,0.6261,0.2657,0.6926,0.2054,0.0538,0.0057,0.0227,0.0,0.0,0.0,0.0198,PS,PS,0.4495238095,21921.118699,19260,98.3199996948242,5.01000022888183,12588.0,
St. Augustine College,Chicago,IL,60640-3501,,,,,,1.0,0.0561,0.7518,0.0267,670.0,0.1746,0.8254,0.6879,0.0149,0.0672,0.7836,0.0418,0.0,0.0,0.0015,0.0388,0.0522,PS,PS,0.6834733894,21427.859466,18468,64.1500015258789,5.5,20756.0,
University of Saint Mary of the Lake,Mundelein,IL,60060-1174,,,,,,,,,,,,,,,,,,,,,,,PS,PS,,,,,,,
Southeastern Illinois College,Harrisburg,IL,62946,,,,,,1.0,0.0,0.5071,0.0,637.0,0.4411,0.5589,0.1913,0.8619,0.0408,0.0345,0.0063,0.0047,0.0,0.0408,0.0031,0.0078,PS,PS,0.4285714286,19300.654971,14652,98.8300018310547,4.09999990463256,12332.0,
National Latino Education Institute,Chicago,IL,60609-2205,,3.0,,,,2.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PS,PS,0.7619047619,25631.432836,22685,67.0100021362304,6.21999979019165,,
Spertus College,Chicago,IL,60605,,,,,,,,,,,,,,,,,,,,,,,PS,PS,,,,,,,
Spoon River College,Canton,IL,61520-8622,,,,,,1.0,0.1496,0.4535,0.1825,735.0,0.3986,0.6014,0.2286,0.8558,0.0844,0.0327,0.0054,0.0041,0.0,0.0177,0.0,0.0,6993,5500,0.417721519,32815.357664,24347,96.8099975585937,4.71999979019165,12651.0,
Saint Anthony College of Nursing,Rockford,IL,61114,,,,,,2.0,0.7513,0.4021,1.0,181.0,0.0994,0.9006,0.4815,0.6961,0.0552,0.1768,0.0552,0.0,0.0055,0.011,0.0,0.0,18750,18447,0.4375,50551.901639,35401,93.6800003051757,3.24000000953674,33151.0,
Educators of Beauty College of Cosmetology-Sterling,Sterling,IL,61081-3611,,,,,,1.0,0.7115,0.6346,0.9677,39.0,0.0256,0.9744,0.1429,0.7949,0.0256,0.1538,0.0,0.0,0.0,0.0256,0.0,0.0,9500,9833,0.4802631579,31713.909091,21992,94.370002746582,3.96000003814697,,15795.0
Southern Illinois University-Carbondale,Carbondale,IL,62901-4512,0.91495241019342,5.0,1068.0,19.0,27.0,2.0,0.4809,0.3676,0.5804,7922.0,0.4989,0.5011,0.1966,0.6604,0.1674,0.0937,0.0184,0.0024,0.0009,0.0352,0.0212,0.0004,18500,15750,0.3525195024,53426.488107,37454,93.2699966430664,3.91000008583068,28970.0,
Southern Illinois University-Edwardsville,Edwardsville,IL,62026-1259,0.97512064343163,5.0,1080.0,19.0,26.0,2.0,0.3987,0.3245,0.4375,9283.0,0.4271,0.5729,0.1417,0.6865,0.1381,0.0634,0.024,0.0016,0.0013,0.04,0.0239,0.0211,16000,15000,0.3068748645,63790.22595,49753.5,96.7900009155273,3.30999994277954,24429.0,
Taylor Business Institute,Chicago,IL,60601,0.79411764705882,3.0,,,,2.0,0.0996,0.1299,0.0866,98.0,0.4694,0.5306,0.5758,0.0,0.2041,0.0306,0.0204,0.0,0.0,0.0,0.7449,0.0,PS,PS,0.52,8305.5121951,0,88.1500015258789,8.23999977111816,22723.0,
Telshe Yeshiva-Chicago,Chicago,IL,60625,0.94285714285714,3.0,,,,2.0,0.0,0.4384,0.0,79.0,1.0,0.0,,0.9747,0.0,0.0,0.0,0.0,0.0,0.0,0.0253,0.0,PS,PS,PS,47170.153846,45448.5,49.8899993896484,4.53000020980835,20200.0,
South Suburban College,South Holland,IL,60473-1200,,,,,,1.0,0.0,0.4355,0.0,1926.0,0.3209,0.6791,0.2642,0.1262,0.5618,0.2331,0.0177,0.0021,0.0005,0.0369,0.0005,0.0213,PS,PS,0.4489795918,19283.610725,16067,93.6299972534179,6.03999996185302,10751.0,
Trinity Christian College,Palos Heights,IL,60463-0929,0.70679886685552,5.0,1088.0,20.0,29.0,2.0,0.8029,0.3367,0.7263,783.0,0.3844,0.6156,0.1998,0.5556,0.1392,0.2005,0.0204,0.0038,0.0038,0.0,0.0715,0.0051,21250,21500,0.3290909091,66200.800648,50000,91.5100021362304,3.11999988555908,46996.0,
Trinity International University-Illinois,Deerfield,IL,60015-1283,0.91256830601092,5.0,1076.0,18.0,24.0,2.0,0.8186,0.4105,0.9121,409.0,0.6235,0.3765,0.1431,0.4474,0.198,0.2005,0.0171,0.0,0.0098,0.044,0.0318,0.0513,20430,17748,0.2960526316,57731.865613,38553,84.1699981689453,3.55999994277954,46333.0,
Triton College,River Grove,IL,60171-1995,,,,,,1.0,0.0257,0.3408,0.014,6292.0,0.5043,0.4957,0.3689,0.2753,0.1278,0.475,0.0238,0.0005,0.0011,0.0192,0.0148,0.0625,5500,5250,0.5382794002,28251.280391,23692.5,79.8000030517578,4.84000015258789,11388.0,
University of Spa & Cosmetology Arts,Springfield,IL,62704,,,,,,1.0,0.5344,0.4899,0.7049,147.0,0.0952,0.9048,0.351,0.6531,0.2789,0.0476,0.0136,0.0,0.0,0.0068,0.0,0.0,4115,4584,0.4820717131,36266.00361,21980,97.9400024414062,3.25,,21376.0
VanderCook College of Music,Chicago,IL,60616-3731,1.0,5.0,,,,2.0,0.6795,0.3205,0.7,67.0,0.4478,0.5522,0.1591,0.4179,0.1493,0.2687,0.0448,0.0,0.0,0.0896,0.0149,0.0149,PS,PS,PS,66916.893617,59619,86.5199966430664,4.03000020980835,36975.0,
Waubonsee Community College,Sugar Grove,IL,60554-9454,,,,,,1.0,0.1556,0.2794,0.2995,5400.0,0.4465,0.5535,0.2509,0.4431,0.0778,0.4102,0.0335,0.0013,0.0007,0.0293,0.0,0.0041,4500,3500,0.4935173568,42629.162831,30454,86.6699981689453,3.25999999046325,11045.0,
Oak Point University,Oak Brook,IL,60523,,,,,,,0.7613,0.4201,,371.0,0.2291,0.7709,0.7219,0.2318,0.2264,0.2534,0.2102,0.0027,0.0108,0.0323,0.0,0.0323,25000,20000,0.4575892857,41522.512241,27756,75.3499984741211,4.21000003814697,,
Western Illinois University,Macomb,IL,61455,0.74997288209133,3.0,,,,2.0,0.5137,0.451,0.4398,5196.0,0.4301,0.5699,0.163,0.5548,0.225,0.1264,0.0133,0.0019,0.0013,0.0296,0.0348,0.0127,20500,18054,0.3770755222,52192.447614,36222,92.9000015258789,3.48000001907348,27039.0,
Wheaton College,Wheaton,IL,60187-5593,0.88431061806656,5.0,1367.0,28.0,33.0,2.0,0.4707,0.2126,0.5541,2141.0,0.4423,0.5577,0.0085,0.6861,0.0257,0.0766,0.1009,0.0005,0.0005,0.0645,0.035,0.0103,21000,19500,PS,117081.60665,89742,90.6299972534179,2.81999993324279,54537.0,
William Rainey Harper College,Palatine,IL,60067-7398,,,,,,1.0,0.0283,0.2799,0.0259,8686.0,0.4412,0.5588,0.2721,0.4544,0.0508,0.3074,0.1293,0.0024,0.0036,0.0321,0.0099,0.0101,6400,5500,0.4722625617,34029.615346,25797,77.6699981689453,2.6800000667572,12186.0,
Anderson University,Anderson,IN,46012-3495,0.51754062038404,5.0,1090.0,17.0,25.0,2.0,0.6593,0.3724,0.6743,1111.0,0.4878,0.5122,0.0777,0.7408,0.1035,0.0549,0.0153,0.0,0.0,0.0513,0.0099,0.0243,17750,20000,0.2316513761,69729.815418,59206,96.7900009155273,2.92000007629394,48027.0,
Ball State University,Muncie,IN,47306,0.689487729122,5.0,1191.0,23.0,28.0,2.0,0.8068,0.3598,0.9107,13466.0,0.388,0.612,0.0508,0.7472,0.0965,0.0724,0.0194,0.0013,0.0007,0.042,0.0062,0.0143,16705,17500,0.2772175946,73629.964949,61975,96.75,2.9300000667572,24478.0,
Bethel University,Mishawaka,IN,46545-5591,0.99468085106382,5.0,850.0,,,2.0,0.5813,0.3855,0.6184,1115.0,0.4009,0.5991,0.1385,0.678,0.0744,0.1112,0.0188,0.0018,0.0,0.0413,0.0682,0.0063,19500,18500,0.3245125348,56255.525358,45226,94.8099975585937,3.00999999046325,41570.0,
Butler University,Indianapolis,IN,46208,0.82063349768414,5.0,1262.0,24.0,30.0,2.0,0.4134,0.1395,0.4814,4304.0,0.4089,0.5911,0.0095,0.8044,0.0388,0.0634,0.0404,0.0016,0.0,0.0342,0.0121,0.0051,23250,21356,0.1295116773,128612.29469,109207,94.8399963378906,2.61999988555908,62673.0,
Calumet College of Saint Joseph,Whiting,IN,46394,,,,,,1.0,0.5668,0.4676,0.7087,562.0,0.6352,0.3648,0.304,0.2972,0.2918,0.3612,0.0125,0.0018,0.0,0.0285,0.0,0.0071,9500,12000,0.5182926829,44777.323834,28978.5,92.6100006103515,4.92999982833862,28094.0,
Christian Theological Seminary,Indianapolis,IN,46208-3301,,,,,,,,,,,,,,,,,,,,,,,PS,PS,,,,PS,PS,,
